"机构ID"	"机构名称(中文)"	"成立日期"	"主营业务"	"经营范围"
"01000696"	"重庆宗申动力机械股份有限公司"	"1989-03-14 00:00:00"	"生产、销售摩托车发动机及零配件"	"　　开发、生产和销售各类发动机及其零配件；开发、生产和销售通用汽油机、耕作机、割草机、水泵机组、汽油发电机组等整机及零部件；制造、销售摩托车零部件、汽车零部件、机械装备零部件；摩托车、电动车销售及维修服务和汽车维修服务；农机、通用机械产品销售及维修服务等；在重庆主城九区范围内办理各项贷款、票据贴现、资产转让；商业保理；研发、生产无人机驾驶航空器及零部件；无人机发动机及其零部件，船用柴油发动机及其零部件的设计、研发、制造、销售及售后服务；通航发动机及其零部件和螺旋桨的设计、研发、销售及售后服务；货物及技术进出口；计算机软硬件及网络设备的研发；受托资产管理、投资管理、股权投资、投资兴办实业、商务信息咨询、企业管理咨询；燃料电池、能量型动力电池；氢能源领域内的技术研发、技术转让、技术咨询及相关技术服务。"
"01000697"	"炼石航空科技股份有限公司"	"1993-06-08 00:00:00"	"制造加工各种航空器相关精密零部件、结构件等"	"　　飞机零部件、航空发动机及其零部件、燃气轮机零部件、无人机及系统、超高温合金的研发、制造、销售、维修及相关技术服务；有色金属矿产的开发、冶炼、贸易；货物及技术进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"01000698"	"沈阳化工股份有限公司"	"1996-05-20 00:00:00"	"氯碱化工产品的生产和销售、石油化工产品的生产和销售、聚醚多元醇化工产品的生产和销售"	"　　化工产品、化工设备、压力容器、防腐设备、PVC手套研制、开发、设计、制造；润滑油制造、销售；汽车客货运输；铁路运输槽车信息咨询；自备铁路槽车货物装卸；槽车租赁；铁路器材销售；设备、线路、管道、电器和仪表安装；化工技术转让、液氯钢瓶出租；承包境外化工行业工程及境内国际招标工程；上述境外工程所需的设备、材料出口；对外派遣实施上述境外工程所需的劳务人员；资询服务；（建筑工程安装、设计、施工子公司持证经营）；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止出口的商品和技术除外；经营进料加工和“三来一补”业务。"
"01000700"	"江南模塑科技股份有限公司"	"1988-06-27 01:00:00"	"轿车保险杠及防擦条等汽车装饰件的生产和销售、铸件的生产和销售、房地产开发和销售以及医院管理及健康咨询服务"	"　　汽车零部件、塑料制品、模具、塑钢门窗、模塑高科技产品的研发、销售及技术咨询服务，实业投资，油漆喷涂，机械制造、加工，火力发电、供热，城市基础设施及公用事业建设，国内贸易，自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。"
"01000701"	"厦门信达股份有限公司"	"1992-11-18 00:00:00"	"电子信息产业(光电、物联网)、供应链业务(大宗贸易、汽车销售)、房地产业务、类金融业务"	"　　信息技术咨询服务；酒、饮料及茶叶批发；酒、饮料及茶叶零售；其他预包装食品批发；米、面制品及食用油批发；糕点、糖果及糖批发；软件开发；信息系统集成服务；数据处理和存储服务；集成电路设计；数字内容服务；其他未列明信息技术服务业（不含需经许可审批的项目）；其他仓储业（不含需经许可审批的项目）；谷物仓储；棉花仓储；其他农产品仓储；机械设备仓储服务；房地产开发经营；自有房地产经营活动；贸易代理；其他贸易经纪与代理；石油制品批发（不含成品油、危险化学品和监控化学品）；其他化工产品批发（不含危险化学品和监控化学品）；金属及金属矿批发（不含危险化学品和监控化学品）；建材批发；煤炭及制品批发（不含危险化学品和监控化学品）；非金属矿及制品批发（不含危险化学品和监控化学品）；其他农牧产品批发；黄金现货销售；蔬菜批发；体育用品及器材零售（不含弩）；体育用品及器材批发（不含弩）；经营各类商品和技术的进出口（不另附进出口商品目录），但国家限制公司经营或禁止进出口的商品及技术除外；服装零售；鞋帽零售；纺织品及针织品零售；服装批发；纺织品、针织品及原料批发；鞋帽批发；林业产品批发；肉、禽、蛋批发；水产品批发；其他机械设备及电子产品批发；五金产品批发；其他家庭用品批发；其他未列明批发业（不含需经许可审批的经营项目）；其他文化用品批发。"
"01000702"	"湖南正虹科技发展股份有限公司"	"1997-03-12 00:00:00"	"研发生产销售饲料产品"	"　　各类饲料的研制、生产、销售；饲料原料销售；粮食收购、加工；农业产业化的系列开发；生物工程科技项目的投资、开发；经营本企业《中华人民共和国进出口企业资格证书》核定范围内的进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)"
"01000703"	"恒逸石化股份有限公司"	"1996-08-13 00:00:00"	"对石化行业的投资；有色金属、建筑材料和机电产品及配件；货运代理；经营本企业及本企业成员单位资产产品和生产、科研所需的原材料、机械设备、仪器仪表、零配件及相关进出口业务。"	"　　化学纤维、化学原料（不含危险品）的生产、加工与销售；进出口业务（除国家法律、法规禁止和限制的项目）。"
"01000705"	"浙江震元股份有限公司"	"1993-04-02 00:00:00"	"从事药品生产、销售"	"　　药品的批发(范围详见《药品经营许可证》),预包装食品兼散装食品及乳制品(含婴幼儿配方乳粉,凭《食品经营许可证》经营),中药饮片的生产(限分支机构凭有效许可证经营)。食用农产品、医疗器械、化学试剂、玻璃仪器、兽药、饲料添加剂、化工原料及产品(不含危险品及易制毒化学品)、五金交电、健身器械、化妆品、日用百货的销售,商务咨询服务,房屋及机械设备的租赁服务,会议服务,展览服务,仓储服务(不含危险品),农副产品的收购,消毒用品的销售,增值电信业务服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
"01000707"	"湖北双环科技股份有限公司"	"1993-12-27 00:00:00"	"联碱产品的生产与销售。"	"　　氨、液氩、硫磺、氧、液氯、烧碱（氢氧化钠）、纯碱（碳酸钠）、氯化铵、小苏打（碳酸氢钠）、原盐（氯化钠）、芒硝（硫酸钠）、粉煤灰生产（法律、行政法规、国务院决定须经行政许可后经营的，需持有效许可证方可经营）；承担与盐化工行业相关的科研、设计及新产品的开发、设备制造、安装和建设工程项目；批零兼营化工机械设备、电器设备、仪器仪表、金属材料、非金属矿产品；软件开发；光电子设备、微型机电的生产与销售；经营本企业和本企业成员企业自产产品及技术的出口业务；经营本企业和本企业成员企业所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务（国家限定公司经营和国家禁止进出口的商品及技术除外）；经营进料加工和“三来一补”业务；重油销售；饲料添加剂氯化钠的生产、销售（有效期至2019年1月14日）；氯化钙、硫酸铵、化肥生产、销售。"
"01000708"	"中信泰富特钢集团股份有限公司"	"1993-05-18 00:00:00"	"钢铁冶炼、钢材轧制、金属改制、压延加工、钢铁材料检测。"	"　　钢铁冶炼、钢材轧制、金属改制、压延加工、钢铁材料检测;钢坯、钢锭、钢材、金属制品制造;港口码头经营和建设;机械及仪表电器制造和修理;煤气工业气体制造和供应(限在厂区内制造和供应);生产、加工、销售黑色、有色金属材料、高温合金材料、铁矿石和相应的工业辅助材料及承接来料加工业务;黑色、有色金属材料、钢结构件及其辅助材料的研究开发及技术服务;钢结构件的加工、制造、安装;仓储(不含危险品);氧气、氮气、氩气、液氧、液氮化工产品生产销售(限在厂区内销售);货物或技术进出口(国家限定公司经营或禁止进出口的商品和技术除外)。(涉及许可经营项目,应取得相关部门许可后方可经营)"
"01000709"	"河钢股份有限公司"	"1994-06-29 00:00:00"	"黑色金属的冶炼和加工"	"　　对所投资企业资产进行运营管理；钢材、钢坯、钒钛产品（三氧化二钒、钒铁合金、钒氮合金、钛精矿）、耐火材料、炉料、铁精粉、钒渣、钛渣、焦炭、黑色金属、有色金属、化工产品（不含化学危险品）、机械设备及其零部件、自动化设备及其零部件、五金交电、仪器仪表、橡胶制品、润滑油销售；冶金技术开发、转让及咨询服务；房屋、设备租赁；国内劳务派遣；商品及技术进出口，但国家限定公司经营或禁止进出口的商品及技术除外；（以下限分支机构经营，涉及前置审批的，凭许可证在有效期内经营）；钢铁冶炼；钢材、钢坯、钒钛产品（三氧化二钒、五氧化二钒、钒铁合金、钒氮合金、钛精矿）、钒渣、钛渣的生产销售；煤气、粗苯、焦油、氧气、氮气、氩气、氢气、压缩空气的生产销售；危险货物运输（1）；普通货运；起重机械安装、改造、维修；压力管道安装；冶金机械设备及配件、电气设备、化工设备、工业炉窑设备安装、维修；自动化及仪表工程设计安装；水暖安装；金属构件制造、安装、销售；设备防腐保温工程；计算机软件开发、系统集成及运行维护服务；产品检斤计量服务；皮带胶接服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
